"brand";"model_year";"milage";"fuel_type";"engine";"transmission";"ext_col";"int_col";"accident";"clean_title";"price_dollar";"horsepower";"cylinders"
"BMW";2017;27965;"Gasoline";"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Black";"None reported";"Yes";58000;560;8
"BMW";2018;48000;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";32000;300;6
"Mitsubishi";2018;29000;"Gasoline";"166.0HP 2.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"None reported";"Yes";19500;166;4
"Dodge";2010;131100;"E85 Flex Fuel";"310.0HP 4.7L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"White";"Gray";"At least 1 accident or damage reported";"Yes";12995;310;8
"Mercedes-Benz";2016;18069;"Gasoline";"523.0HP 6.0L 12 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";79999;523;12
"Kia";2023;13000;"Gasoline";"187.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";31900;187;4
"Porsche";2008;51000;"Gasoline";"480.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";69500;480;6
"Hummer";2007;137333;"Gasoline";"242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"At least 1 accident or damage reported";"Yes";10000;242;5
"Buick";2014;125559;"Gasoline";"304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";11200;304;6
"Toyota";2016;101900;"Gasoline";"270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";29000;270;6
"Cadillac";2015;159500;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";18800;420;8
"Subaru";2015;68860;"Gasoline";"175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Beige";"At least 1 accident or damage reported";"Yes";15000;175;4
"Tesla";2018;43000;"Electric";"271.0HP Electric Motor Electric Fuel System";"Automatic";"Red";"Black";"At least 1 accident or damage reported";"Yes";30499;271;0
"Ford";2017;182000;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";16500;365;6
"Tesla";2022;21404;"Electric";"425.0HP Electric Motor Electric Fuel System";"Automatic";"White";"White";"None reported";"Yes";49500;425;0
"Ford";2017;81000;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";27000;365;6
"BMW";2011;82000;"Gasoline";"320.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";20000;320;6
"Ford";2012;207100;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";15000;365;6
"Land";2023;450;"Hybrid";"395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Blue";"Black";"None reported";"Yes";124000;395;6
"Porsche";2016;77945;"Gasoline";"310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";30000;310;6
"BMW";2017;37100;"Gasoline";"335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";26125;335;6
"Maserati";2006;51000;"Gasoline";"394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"At least 1 accident or damage reported";"Yes";18000;394;8
"Ford";2017;94000;"Gasoline";"325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";26000;325;6
"Land";2003;121886;"Gasoline";"217.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";6000;217;8
"Ford";2008;157500;"Gasoline";"300.0HP 5.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Gray";"At least 1 accident or damage reported";"Yes";15000;300;8
"Ford";2014;138415;"Gasoline";"365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";15500;365;6
"Land";2012;110000;"Gasoline";"375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";10200;375;8
"GMC";2021;12941;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"At least 1 accident or damage reported";"Yes";51500;355;8
"BMW";2009;69764;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";19500;300;6
"Audi";2018;26500;"Gasoline";"354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";38000;354;6
"Audi";2018;35850;"Gasoline";"252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";33000;252;4
"Mazda";2008;77700;"Gasoline";"156.0HP 2.3L 4 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";6300;156;4
"Jaguar";2021;23600;"Hybrid";"296.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";42999;296;4
"Toyota";2001;122000;"Gasoline";"140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Gray";"None reported";"Yes";7800;140;4
"Ford";2003;245000;"Diesel";"325.0HP 6.0L 8 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";17999;325;8
"Porsche";2022;4700;"Gasoline";"414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";134000;414;6
"Subaru";2016;84100;"Gasoline";"305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"None reported";"Yes";34000;305;4
"Audi";2021;33000;"Hybrid";"248.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";40000;248;4
"Mercedes-Benz";2018;3811;"Gasoline";"577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";148500;577;8
"Audi";2013;139355;"Gasoline";"333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";20900;333;6
"Mercedes-Benz";2019;10500;"Gasoline";"463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Brown";"None reported";"Yes";77900;463;8
"BMW";2021;33500;"Gasoline";"503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";71000;503;6
"BMW";2014;126500;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";15000;300;6
"Land";2016;79000;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Red";"None reported";"Yes";24000;240;4
"Porsche";2018;19000;"Gasoline";"450.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";145000;450;6
"RAM";2021;57000;"Diesel";"400.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel";"Automatic";"Blue";"Gray";"None reported";"Yes";52000;400;6
"Mercedes-Benz";2005;127000;"Gasoline";"302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";14000;302;8
"Lexus";2002;89500;"Gasoline";"300.0HP 4.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";15999;300;8
"Chevrolet";2000;97000;"Gasoline";"200.0HP 4.3L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";27500;200;6
"Chevrolet";2005;97146;"E85 Flex Fuel";"295.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";7999;295;8
"Chevrolet";2019;44800;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";52500;420;8
"Ford";2015;150000;"Gasoline";"310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"At least 1 accident or damage reported";"Yes";17100;310;6
"INFINITI";2020;38400;"Gasoline";"295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";32100;295;6
"Bentley";2008;7960;"Gasoline";"552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";81500;552;12
"Nissan";2007;117000;"Gasoline";"306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";9975;306;6
"Rivian";2023;159;"Electric";"533.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";95500;533;0
"Nissan";2012;91545;"Gasoline";"175.0HP 2.5L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";8999;175;4
"Land";2015;110000;"E85 Flex Fuel";"510.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Black";"–";"At least 1 accident or damage reported";"Yes";26499;510;8
"BMW";2017;105100;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";23300;300;6
"INFINITI";2012;110000;"Gasoline";"400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";15600;400;8
"Lexus";2010;168422;"Hybrid";"245.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Black";"Beige";"At least 1 accident or damage reported";"Yes";10900;245;6
"Maserati";2018;80500;"Gasoline";"424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";34900;424;6
"Volvo";2018;81200;"Gasoline";"316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";28825;316;4
"Jeep";2017;20172;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";47500;285;6
"Hummer";2005;145000;"Gasoline";"325.0HP 6.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Black";"None reported";"Yes";22500;325;8
"Ford";2009;162000;"Gasoline";"262.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"At least 1 accident or damage reported";"Yes";7500;262;6
"Porsche";2020;13554;"Gasoline";"414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"None reported";"Yes";124995;414;6
"Toyota";2007;59700;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"Gray";"None reported";"Yes";9500;268;6
"BMW";2009;51983;"Gasoline";"300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"White";"None reported";"Yes";19999;300;6
"Chevrolet";2022;22000;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Blue";"Black";"None reported";"Yes";50000;455;8
"Volkswagen";2023;16800;"Electric";"295.0HP Electric Motor Electric Fuel System";"Automatic";"Gray";"Black";"None reported";"Yes";45000;295;0
"Chevrolet";2022;16000;"Diesel";"445.0HP 6.6L 8 Cylinder Engine Diesel Fuel";"Automatic";"Black";"Black";"At least 1 accident or damage reported";"Yes";73995;445;8
"Bentley";2020;33000;"Gasoline";"542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Beige";"Beige";"None reported";"Yes";188500;542;8
"Toyota";2023;1025;"Hybrid";"437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid";"Automatic";"Black";"Black";"None reported";"Yes";85000;437;6
"Acura";2013;89190;"Gasoline";"305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"White";"At least 1 accident or damage reported";"Yes";15499;305;6
"Jaguar";2016;11684;"Gasoline";"550.0HP 5.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";54900;550;8
"GMC";2018;45617;"Gasoline";"420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";51000;420;8
"Chevrolet";2018;75466;"Gasoline";"355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";34500;355;8
"Mercedes-Benz";2018;69600;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";40888;362;6
"Mercedes-Benz";2011;138050;"Gasoline";"335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"None reported";"Yes";16500;335;8
"Ford";2017;132269;"E85 Flex Fuel";"385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Gray";"Black";"None reported";"Yes";35900;385;8
"Hyundai";2020;45815;"Gasoline";"291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";37700;291;6
"Mercedes-Benz";2008;120000;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";8995;268;6
"Chevrolet";2018;75151;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Gray";"Black";"At least 1 accident or damage reported";"Yes";45000;455;8
"Jeep";2016;74139;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Manual";"Red";"Black";"None reported";"Yes";23000;285;6
"BMW";2012;68500;"Gasoline";"400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";17800;400;8
"Tesla";2021;35315;"Electric";"670.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";66900;670;0
"Volkswagen";2017;61000;"Gasoline";"150.0HP 1.4L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";15995;150;4
"Jaguar";2001;150000;"Gasoline";"290.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Green";"White";"At least 1 accident or damage reported";"Yes";9875;290;8
"Porsche";2016;46200;"Gasoline";"340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Gray";"At least 1 accident or damage reported";"Yes";41500;340;6
"Mercedes-Benz";2014;88000;"Gasoline";"302.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";15500;302;6
"Mercedes-Benz";2015;47000;"Gasoline";"362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";30089;362;6
"Land";2017;50340;"Gasoline";"380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Beige";"At least 1 accident or damage reported";"Yes";47000;380;6
"Mercedes-Benz";2010;67800;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";13999;268;6
"Dodge";2002;150000;"Gasoline";"175.0HP 3.9L V6 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Gray";"At least 1 accident or damage reported";"Yes";5500;175;6
"Chevrolet";2018;13500;"Gasoline";"650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"At least 1 accident or damage reported";"Yes";54000;650;8
"Hummer";2007;101750;"Gasoline";"242.0HP 3.7L 5 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";12900;242;5
"Honda";2022;18385;"Gasoline";"280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Red";"Beige";"None reported";"Yes";37950;280;6
"Nissan";2008;123500;"Gasoline";"306.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Beige";"At least 1 accident or damage reported";"Yes";13500;306;6
"GMC";2017;117000;"E85 Flex Fuel";"342.0HP 6.0L 8 Cylinder Engine Flex Fuel Capability";"Automatic";"Silver";"Silver";"None reported";"Yes";38000;342;8
"Mercedes-Benz";2010;86121;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";13600;268;6
"Lexus";2020;22466;"Gasoline";"301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";45900;301;8
"Nissan";2017;80000;"Gasoline";"390.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";23800;390;8
"Chrysler";2020;23152;"Gasoline";"292.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"White";"None reported";"Yes";28250;292;6
"Dodge";2006;91300;"Gasoline";"350.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Yellow";"–";"None reported";"Yes";9200;350;8
"Nissan";2020;45000;"Gasoline";"284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";28999;284;6
"Rivian";2023;1885;"Electric";"835.0HP Electric Motor Electric Fuel System";"Automatic";"Green";"White";"None reported";"Yes";93500;835;0
"Nissan";2021;7250;"Gasoline";"400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";38000;400;8
"Jaguar";2019;44000;"Gasoline";"246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";29000;246;4
"Ford";2014;85500;"Gasoline";"411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";26900;411;8
"Lamborghini";2005;22703;"Gasoline";"571.0HP 6.2L 12 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";220000;571;12
"Chevrolet";2011;111000;"Gasoline";"312.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";10900;312;6
"GMC";2013;115000;"Gasoline";"288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Brown";"None reported";"Yes";14000;288;6
"Chevrolet";2021;33400;"Gasoline";"250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";28000;250;4
"Toyota";2007;136000;"Gasoline";"273.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";12500;273;8
"Lexus";2021;26800;"Gasoline";"311.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Red";"None reported";"Yes";44000;311;6
"Tesla";2022;30000;"Electric";"455.0HP Electric Motor Electric Fuel System";"Automatic";"White";"White";"None reported";"Yes";51999;455;0
"Dodge";2008;251634;"Gasoline";"425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";10500;425;8
"Chrysler";2005;119000;"Gasoline";"250.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Beige";"None reported";"Yes";3500;250;6
"Chrysler";2009;111000;"Gasoline";"197.0HP 3.8L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Gray";"None reported";"Yes";7900;197;6
"Acura";2005;199296;"Gasoline";"270.0HP 3.2L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Gray";"None reported";"Yes";4900;270;6
"Chevrolet";2023;202;"Gasoline";"670.0HP 5.5L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Red";"None reported";"Yes";179000;670;8
"Tesla";2021;11200;"Electric";"455.0HP Electric Motor Electric Fuel System";"Automatic";"White";"Black";"None reported";"Yes";47500;455;0
"Chevrolet";2016;49600;"Gasoline";"455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";32500;455;8
"Acura";2023;13600;"Gasoline";"355.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"White";"None reported";"Yes";65000;355;6
"Volkswagen";2007;59700;"Gasoline";"200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"White";"None reported";"Yes";10000;200;4
"Dodge";2018;19000;"Gasoline";"485.0HP 6.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Purple";"Gray";"None reported";"Yes";44888;485;8
"Chevrolet";2002;17300;"Gasoline";"405.0HP 5.7L 8 Cylinder Engine Gasoline Fuel";"Manual";"Black";"Black";"None reported";"Yes";33999;405;8
"Mercedes-Benz";2014;91140;"Gasoline";"208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";13500;208;4
"BMW";2015;33000;"Gasoline";"560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";65000;560;8
"Jeep";2019;52775;"Gasoline";"285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";39799;285;6
"Mitsubishi";2011;113000;"Gasoline";"148.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Manual";"White";"Black";"None reported";"Yes";5800;148;4
"Porsche";2022;13000;"Gasoline";"261.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Beige";"None reported";"Yes";60000;261;4
"Mercedes-Benz";2009;77925;"Gasoline";"268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"None reported";"Yes";16500;268;6
"Audi";2017;137000;"Gasoline";"186.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Gray";"None reported";"Yes";10995;186;4
"BMW";2015;111000;"Gasoline";"240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"–";"At least 1 accident or damage reported";"Yes";15000;240;4
"Land";2019;49208;"Gasoline";"380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Black";"Black";"None reported";"Yes";62425;380;6
"Audi";2018;44000;"Gasoline";"354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";39000;354;6
"Porsche";2017;26000;"Gasoline";"300.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";45500;300;4
"Chevrolet";2020;1800;"Gasoline";"490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Blue";"Black";"None reported";"Yes";76000;490;8
"Maserati";2012;50000;"Gasoline";"425.0HP 4.7L 8 Cylinder Engine Gasoline Fuel";"Automatic";"White";"Black";"None reported";"Yes";26497;425;8
"Subaru";2018;93000;"Gasoline";"152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel";"Automatic";"Silver";"Black";"At least 1 accident or damage reported";"Yes";16000;152;4
"Mercedes-Benz";2020;15000;"Gasoline";"550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel";"Automatic";"Gray";"Black";"None reported";"Yes";129000;550;8
